"","X","ID","Dead","Age","Gender","Race","Class","Major1","Major2","Minor1","Minor2","Position","Profession","Industry","City","State","loc","Nurse","lon","lat"
"694",7805,1495650,0,"24","Female","White",2016,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Webster","MA","Webster, MA",1,-71.8800628,42.050091
"695",7806,1510374,0,"25","Female","White",2016,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Amherst","NH","Amherst, NH",1,-71.6253487,42.8614748
"696",7807,1591831,0,"36","Female","",2016,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Brockton","MA","Brockton, MA",1,-71.0183787,42.0834335
"697",7808,1597454,0,"24","Female","White",2016,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Chester","CT","Chester, CT",1,-72.4824991,41.4022081
"698",7809,1600063,0,"25","Female","White",2016,"Nursing","","Psychology","","Registered Nurse","","Healthcare/Medical Services","Brighton","MA","Brighton, MA",1,-71.1626756,42.3463503
"699",7810,1649724,0,"24","Female","White",2016,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Dedham","MA","Dedham, MA",1,-71.1676536,42.2436085
"700",7811,1654637,0,"25","Female","White",2016,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","South Hamilton","MA","South Hamilton, MA",1,-70.855506,42.6186932
"701",7812,1585566,0,"23","Female","White",2017,"Nursing","","Biostatistics","","Registered Nurse","Nurse","Healthcare/Medical Services","Brookline","MA","Brookline, MA",1,-71.1211635,42.3317642
"702",7813,1605692,0,"23","Female","White",2017,"Sociology","","","","Registered Nurse","","Healthcare/Medical Services","Northampton","MA","Northampton, MA",1,-72.6412013,42.3250896
"703",7814,1637571,0,"42","Female","White",2017,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","Abington","MA","Abington, MA",1,-70.9453218,42.1048228
"704",7815,1691014,0,"26","Female","White",2017,"Nursing","","","","Registered Nurse","","Healthcare/Medical Services","S. Dartmouth","MA","S. Dartmouth, MA",1,-70.9704787,41.6130323
"705",7816,1628919,0,"23","Female","White",2018,"Nursing","","Psychology","","Registered Nurse","Nurse","Healthcare/Medical Services","North Attleboro","MA","North Attleboro, MA",1,-71.3565439,41.9695516
"706",7817,1160561,0,"33","Female","White",2008,"Psychology","","","","Registered Nurse","","Health/Fitness","Norwell","MA","Norwell, MA",1,-70.7927832,42.1615157
"707",7818,1021188,0,"37","Female","White",2011,"Nursing","","","","Registered Nurse","","Health/Fitness","Natick","MA","Natick, MA",1,-71.3468091,42.2775281
"708",7819,1149227,0,"30","Female","White",2011,"Nursing","","Biology","","Registered Nurse","","Health/Fitness","Watertown","MA","Watertown, MA",1,-71.1828321,42.3709299
"709",7820,1449026,0,"38","Female","",2013,"Nursing","","","","Registered Nurse","","Health/Fitness","Randolph","MA","Randolph, MA",1,-71.042551,42.1619739
"710",7821,1602052,0,"40","Female","White",2016,"Nursing","","","","Registered Nurse","","Health/Fitness","Hyde Park","MA","Hyde Park, MA",1,-71.1240559,42.2565289
"711",7822,398317,0,"60","Female","White",2000,"Nursing","","","","Registered Nurse","Nurse","Government - State/Local","West Roxbury","MA","West Roxbury, MA",1,-71.1626756,42.2797554
"712",7823,1343302,0,"28","Female","",2013,"Nursing","","Public Health","","Registered Nurse","","Education - Higher","Honolulu","HI","Honolulu, HI",1,-157.8583333,21.3069444
"713",7824,10012786,0,"45","Female","",1960,"Nursing","","","","Registered Nurse","","","Virginia Beach","VA","Virginia Beach, VA",1,-75.977985,36.8529263
"714",7825,10042847,0,"46","Female","",1960,"Nursing","","","","Registered Nurse","","","Boston","MA","Boston, MA",1,-71.0588801,42.3600825
"715",7826,98594,0,"46","Female","White",1963,"Special","","","","Registered Nurse","","","Hampton","NH","Hampton, NH",1,-70.8389219,42.9375932
"716",7827,10011301,0,"46","Female","",1964,"Nursing","","","","Registered Nurse","","","Corona Del Mar","CA","Corona Del Mar, CA",1,-117.8730142,33.5978595
"717",7828,10002582,0,"47","Female","",1965,"Nursing","","","","Registered Nurse","","","Rye","NY","Rye, NY",1,-73.6837399,40.9806535
"718",7829,10011025,0,"47","Female","",1966,"Nursing","","","","Registered Nurse","","","Washington","DC","Washington, DC",1,-77.0368707,38.9071923
"719",7830,10007188,0,"47","Female","",1967,"Nursing","","","","Registered Nurse","","","Royal Palm Beach","FL","Royal Palm Beach, FL",1,-80.2306019,26.7083984
"720",7831,10027742,0,"48","Female","White",1967,"Nursing","","","","Registered Nurse","","","Helena","MT","Helena, MT",1,-112.0391057,46.5891452
"721",7832,10034339,0,"48","Female","",1968,"Nursing","","","","Registered Nurse","","","Wilmington","MA","Wilmington, MA",1,-71.1724467,42.5481714
"722",7833,10035027,0,"48","Female","",1968,"Nursing","","","","Registered Nurse","","","Sharon","MA","Sharon, MA",1,-71.1786237,42.1236499
"723",7834,10010470,0,"48","Female","",1969,"Nursing","","","","Registered Nurse","","","Wayland","MA","Wayland, MA",1,-71.3614484,42.3625953
"724",7835,10024231,0,"49","Female","",1971,"Nursing","","","","Registered Nurse","","","Osterville","MA","Osterville, MA",1,-70.3870055,41.6285902
"725",7836,10041911,0,"49","Female","",1971,"Nursing","","","","Registered Nurse","","","Worcester","MA","Worcester, MA",1,-71.8022934,42.2625932
"726",7837,10011594,0,"","Female","",1974,"Nursing","","","","Registered Nurse","","","Rockport","MA","Rockport, MA",1,-70.620363,42.6556505
"727",7838,10029240,0,"67","Female","White",1974,"Nursing","","","","Registered Nurse","","","Fair Haven","NJ","Fair Haven, NJ",1,-74.0381947,40.3606653
"728",7839,10049514,0,"66","Female","",1974,"Nursing","","","","Registered Nurse","","","Deep River","CT","Deep River, CT",1,-72.4849861,41.3648171
"729",7840,10021796,0,"","Female","",1975,"Nursing","","","","Registered Nurse","","","Riverside","RI","Riverside, RI",1,-71.3646694,41.767455
"730",7841,10025887,0,"65","Female","",1976,"Psychology","","","","Registered Nurse","","","Ashby","MA","Ashby, MA",1,-71.8187139,42.6772767
"731",7842,10033248,0,"66","Female","",1976,"Nursing","","","","Registered Nurse","","","Littleton","MA","Littleton, MA",1,-71.5128022,42.5372893
"732",7843,10037245,0,"67","Female","",1976,"Nursing","","","","Registered Nurse","","","Randolph","MA","Randolph, MA",1,-71.042551,42.1619739
"733",7844,10029847,0,"","Female","Black or African American",1977,"Nursing","","","","Registered Nurse","","","Hyde Park","MA","Hyde Park, MA",1,-71.1240559,42.2565289
"734",7845,10030654,0,"70","Female","Black or African American",1977,"Mathematics","","","","Registered Nurse","","","Toronto","ON","Toronto, ON",1,-79.3831843,43.653226
"735",7846,10039201,0,"63","Female","",1977,"Nursing","","","","Registered Nurse","","","Portsmouth","RI","Portsmouth, RI",1,-71.2503257,41.6023245
"736",7847,10023671,0,"64","Female","",1978,"Nursing","","","","Registered Nurse","","","Beverly","MA","Beverly, MA",1,-70.880049,42.5584283
"737",7848,10042093,0,"","Female","",1978,"Nursing","","","","Registered Nurse","","","Brookline","MA","Brookline, MA",1,-71.1211635,42.3317642
"738",7849,10007192,0,"","Female","",1979,"Nursing","","","","Registered Nurse","","","Quincy","MA","Quincy, MA",1,-71.0022705,42.2528772
"739",7850,10027721,0,"62","Female","",1979,"Nursing","","","","Registered Nurse","","","Miami","FL","Miami, FL",1,-80.1917902,25.7616798
"740",7851,10047633,0,"60","Female","",1980,"Nursing","","","","Registered Nurse","","","Southborough","MA","Southborough, MA",1,-71.5245087,42.3056501
"741",7852,10057343,0,"","Female","Black or African American",1980,"Human Services","","","","Registered Nurse","","","Everett","MA","Everett, MA",1,-71.0536625,42.40843
"742",7853,10057537,0,"60","Female","",1980,"Nursing","","","","Registered Nurse","","","Meriden","NH","Meriden, NH",1,-72.2528582,43.5437467
"743",7854,10057575,0,"","Female","",1980,"Nursing","","","","Registered Nurse","","","Harwich","MA","Harwich, MA",1,-70.0622231,41.6716498
"744",7855,10057588,0,"60","Female","White",1980,"Nursing","","","","Registered Nurse","","","Boston","MA","Boston, MA",1,-71.0588801,42.3600825
"745",7856,10057593,0,"61","Female","",1980,"Nursing","","","","Registered Nurse","","","Wellington","FL","Wellington, FL",1,-80.2683571,26.6617635
"746",7857,10057599,0,"","Female","",1980,"Nursing","","","","Registered Nurse","","","Tuba City","AZ","Tuba City, AZ",1,-111.2398625,36.1349928
"747",7858,10046715,0,"60","Female","",1981,"Nursing","","","","Registered Nurse","","","Peabody","MA","Peabody, MA",1,-70.9286609,42.5278731
"748",7859,10047651,0,"60","Female","",1981,"Nursing","","","","Registered Nurse","","","Uxbridge","MA","Uxbridge, MA",1,-71.6302532,42.0772429
"749",7860,10049971,0,"60","Female","",1981,"Education","","","","Registered Nurse","","","East Falmouth","MA","East Falmouth, MA",1,-70.5586401,41.5784425
"750",7861,10052023,0,"59","Female","White",1981,"Nursing","","","","Registered Nurse","","","Branford","CT","Branford, CT",1,-72.8141185,41.2799027
"751",7862,10049696,0,"58","Female","",1982,"Nursing","","","","Registered Nurse","","","North Easton","MA","North Easton, MA",1,-71.1045482,42.066662
"752",7863,10050183,0,"58","Female","",1982,"Nursing","","","","Registered Nurse","","","East Bridgewater","MA","East Bridgewater, MA",1,-70.9592096,42.0334341
"753",7864,10050304,0,"58","Female","",1982,"Nursing","","","","Registered Nurse","","","Attleboro","MA","Attleboro, MA",1,-71.2856082,41.9445441
"754",7865,10051038,0,"59","Female","",1982,"Psychology","","","","Registered Nurse","","","Midway","KY","Midway, KY",1,-84.6838344,38.1509077
"755",7866,10051311,0,"59","Female","White",1982,"Nursing","","","","Registered Nurse","","","Westmont","IL","Westmont, IL",1,-87.9756175,41.7958639
"756",7867,10030710,0,"58","Female","",1983,"Nursing","","","","Registered Nurse","","","Barrington","RI","Barrington, RI",1,-71.308609,41.7406798
"757",7868,10048513,0,"57","Female","",1983,"Nursing","","","","Registered Nurse","","","Lady Lake","FL","Lady Lake, FL",1,-81.9228604,28.9174855
"758",7869,10050799,0,"57","Female","",1983,"Nursing","","","","Registered Nurse","","","Reading","MA","Reading, MA",1,-71.0952891,42.5256563
"759",7870,10051619,0,"57","Female","",1983,"Sociology","","","","Registered Nurse","","","Bristol","RI","Bristol, RI",1,-71.2662025,41.6771101
"760",7871,10049752,0,"56","Female","",1984,"Nursing","","","","Registered Nurse","","","Merrimack","NH","Merrimack, NH",1,-71.4948322,42.8678693
"761",7872,10050208,0,"57","Female","",1984,"Nursing","","","","Registered Nurse","","","Dedham","MA","Dedham, MA",1,-71.1676536,42.2436085
"762",7873,10050337,0,"57","Female","",1984,"Nursing","","","","Registered Nurse","","","Newton","MA","Newton, MA",1,-71.2092214,42.3370413
"763",7874,10052664,0,"57","Female","",1984,"Nursing","","","","Registered Nurse","","","Fairfield","CT","Fairfield, CT",1,-73.2612615,41.1408363
"764",7875,10048661,0,"55","Female","",1985,"Nursing","","","","Registered Nurse","","","Northborough","MA","Northborough, MA",1,-71.6411997,42.3195556
"765",7876,10049625,0,"57","Female","",1985,"Nursing","","","","Registered Nurse","","","Thousand Oaks","CA","Thousand Oaks, CA",1,-118.8375937,34.1705609
"766",7877,10050087,0,"55","Female","",1985,"Nursing","","","","Registered Nurse","","","Norfolk","MA","Norfolk, MA",1,-71.3250563,42.1195426
"767",7878,10050721,0,"56","Female","",1985,"Nursing","","","","Registered Nurse","","","Norfolk","MA","Norfolk, MA",1,-71.3250563,42.1195426
"768",7879,10051196,0,"56","Female","White",1985,"Nursing","","","","Registered Nurse","","","Needham","MA","Needham, MA",1,-71.2377548,42.2809285
"769",7880,10052528,0,"56","Female","",1985,"Nursing","Women's Studies","","","Registered Nurse","","","Raynham","MA","Raynham, MA",1,-71.0731162,41.9487077
"770",7881,10047030,0,"54","Female","",1986,"Nursing","","","","Registered Nurse","","","West Newbury","MA","West Newbury, MA",1,-70.989778,42.8014795
"771",7882,10047234,0,"56","Female","",1986,"Nursing","","","","Registered Nurse","","","Milton","MA","Milton, MA",1,-71.0661653,42.2495321
"772",7883,10053969,0,"54","Female","",1986,"Nursing","","","","Registered Nurse","","","North Easton","MA","North Easton, MA",1,-71.1045482,42.066662
"773",7884,10046709,0,"54","Female","Black or African American",1987,"OPEN Program","","","","Registered Nurse","","","Canton","MA","Canton, MA",1,-71.1447732,42.1584324
"774",7885,10047428,0,"54","Female","",1987,"Nursing","","","","Registered Nurse","","","Villanova","PA","Villanova, PA",1,-75.3491813,40.0375832
"775",7886,10049415,0,"","Female","",1987,"Communications","Management","","","Registered Nurse","","","Wayland","MA","Wayland, MA",1,-71.3614484,42.3625953
"776",7887,10049970,0,"53","Female","",1987,"Nursing","","","","Registered Nurse","","","Millis","MA","Millis, MA",1,-71.351738,42.1669661
"777",7888,10052296,0,"54","Female","",1987,"Nursing","","","","Registered Nurse","","","Stafford","VA","Stafford, VA",1,-77.4083086,38.4220687
"778",7889,10047708,0,"53","Female","",1988,"Nursing","","","","Registered Nurse","","","Duxbury","MA","Duxbury, MA",1,-70.6722767,42.0417525
"779",7890,10051853,0,"53","Female","",1988,"Nursing","","","","Registered Nurse","","","Charlottesville","VA","Charlottesville, VA",1,-78.4766781,38.0293059
"780",7891,10053722,0,"53","Female","",1988,"Nursing","","","","Registered Nurse","","","Jericho","VT","Jericho, VT",1,-72.9976266,44.5039395
"781",7892,10054565,0,"52","Female","",1988,"Nursing","","","","Registered Nurse","","","Cary","NC","Cary, NC",1,-78.7811169,35.79154
"782",7893,10075682,0,"","Female","",1988,"Nursing","","","","Registered Nurse","","","Natick","MA","Natick, MA",1,-71.3468091,42.2775281
"783",7894,10075683,0,"54","Female","",1988,"Nursing","","","","Registered Nurse","","","Boston","MA","Boston, MA",1,-71.0588801,42.3600825
"784",7895,102546,0,"52","Female","White",1989,"Nursing","","","","Registered Nurse","","","Plymouth","MA","Plymouth, MA",1,-70.6672621,41.9584457
"785",7896,108328,0,"52","Female","White",1989,"Nursing","","","","Registered Nurse","","","Halifax","MA","Halifax, MA",1,-70.861985,41.991213
"786",7897,10046554,0,"52","Female","White",1989,"Nursing","","","","Registered Nurse","","","Marblehead","MA","Marblehead, MA",1,-70.8578024,42.4999582
"787",7898,10047160,0,"51","Female","White",1989,"Nursing","","","","Registered Nurse","","","Pembroke","MA","Pembroke, MA",1,-70.8092,42.0714925
"788",7899,10047619,0,"52","Female","White",1989,"Nursing","","","","Registered Nurse","","","Ridgewood","NJ","Ridgewood, NJ",1,-74.1165313,40.9792645
"789",7900,10048262,0,"51","Female","White",1989,"Nursing","","","","Registered Nurse","","","Shrewsbury","MA","Shrewsbury, MA",1,-71.7128471,42.2959267
"790",7901,10051021,0,"52","Female","White",1989,"Nursing","","","","Registered Nurse","","","Needham","MA","Needham, MA",1,-71.2377548,42.2809285
"791",7902,10053694,0,"52","Female","",1989,"Nursing","Spanish","","","Registered Nurse","","","Columbia","MD","Columbia, MD",1,-76.8610462,39.2037144
"792",7903,10047334,0,"52","Female","White",1990,"Nursing","Spanish","","","Registered Nurse","","","Quincy","MA","Quincy, MA",1,-71.0022705,42.2528772
"793",7904,10048084,0,"51","Female","White",1990,"Nursing","","","","Registered Nurse","","","Watertown","MA","Watertown, MA",1,-71.1828321,42.3709299
"794",7905,10053382,0,"51","Female","White",1990,"Economics","","","","Registered Nurse","","","South Glens Falls","NY","South Glens Falls, NY",1,-73.6351168,43.2992389
"795",7906,10054577,0,"52","Female","White",1990,"French","","","","Registered Nurse","","","Chicago","IL","Chicago, IL",1,-87.6297982,41.8781136
"796",7907,16174,0,"49","Female","White",1991,"Nursing","","","","Registered Nurse","","","Malvern","PA","Malvern, PA",1,-75.5138118,40.0362184
"797",7908,18128,0,"50","Female","White",1991,"Physical Therapy","","","","Registered Nurse","","","Brunswick","OH","Brunswick, OH",1,-81.8418006,41.2381096
"798",7909,19448,0,"50","Female","White",1991,"Economics","","","","Registered Nurse","","","Glen Allen","VA","Glen Allen, VA",1,-77.5063739,37.665978
"799",7910,176197,0,"50","Female","White",1992,"Nursing","","","","Registered Nurse","","","Hamilton","MA","Hamilton, MA",1,-70.8431049,42.6362052
